Title,Release Year,Locations,Coordinates
Groove,2000,"435 23rd Street at Illinois, San Francisco",37.7554393 -122.38709
Groove,2000,"435 23rd Street at Illinois, San Francisco",37.7554393 -122.38709
Guess Who's Coming to Dinner,1967,"Sutter Street between Powell and Mason, San Francisco",37.7873556 -122.4234272
Guess Who's Coming to Dinner,1967,"San Francisco International Airport, San Francisco",37.6213129 -122.3789554
Guess Who's Coming to Dinner,1967,"Mel's Drive-In (Corner South Van Ness & Mission St.), San Francisco",37.7855915 -122.4211371
Guess Who's Coming to Dinner,1967,"634 Raycliff Terrace, San Francisco",37.7927872 -122.4427541
Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Harold and Maude,1971,"Conservatory of Flowers (Golden Gate Park), San Francisco",37.7725895 -122.4601934
Harold and Maude,1971,"Sutro Baths (Point Lobos Avenue), San Francisco",37.7804369 -122.5136935
Harold and Maude,1971,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
Heart and Souls,1993,"Stockton Tunnel (Stockton Street at Sutter Street), San Francisco",37.7901093 -122.4070453
Heart and Souls,1993,"2810 Pacific Avenue, San Francisco",37.792743 -122.442084
Heart and Souls,1993,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",37.7785999 -122.4208
Heart and Souls,1993,"Conservatory of Flowers (Golden Gate Park), San Francisco",37.7725895 -122.4601934
Heart Beat,1980,"San Francisco Art Institute (800 Chestnut Street), San Francisco",37.803376 -122.417167
Heart Beat,1980,"Washington Square Bar & Grill (1707 Powell), San Francisco",37.8004126 -122.4110914
Heart Beat,1980,"City Lights Bookstore (261 Columbus), San Francisco",37.7976073 -122.4065603
Hemingway & Gelhorn,2011,"Muni Metro East (501 Cesar Chavez), San Francisco",37.7500339 -122.3827586
Herbie Rides Again,1974,"Castagnola's Restaurant (Fisherman's Wharf), San Francisco",37.8081971 -122.417549
Herbie Rides Again,1974,"Sheraton Palace Hotel (639 Market Street), San Francisco",37.7881439 -122.4017237
Herbie Rides Again,1974,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Hereafter,2010,"Hobart Building (582 Market Street), San Francisco",37.7894405 -122.4016405
Hereafter,2010,"The Final Final (2990 Baker Street), San Francisco",37.7985426 -122.4458232
Hereafter,2010,"1160 Taylor Street, San Francisco",37.79330059999999 -122.4126356
High Anxiety,1977,"Hyatt Regency Hotel (5 Embarcadero Center), San Francisco",37.794372 -122.395843
High Anxiety,1977,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",37.8106185 -122.4770527
High Anxiety,1977,"Conservatory of Flowers, Golden Gate Park, San Francisco",37.7725895 -122.4601934
High Crimes,2002,"Bank of America Building (555 California Street), San Francisco",37.792062 -122.4037148
High Crimes,2002,"391 Pennsylvania Avenue at 19th Street, San Francisco",37.7616438 -122.3932609
High Crimes,2002,"Vesuvio Caf� (255 Columbus Avenue), San Francisco",37.797494 -122.406454
High Crimes,2002,"Union Square, San Francisco",37.7879797 -122.4075169
High Crimes,2002,"Maiden Lane, San Francisco",37.7882377 -122.4051558
High Crimes,2002,"Condor Club (Columbus and Broadway), San Francisco",37.7980077 -122.4066528
High Crimes,2002,"Chase H & Q  (1 Bush Street at Sansome), San Francisco",37.7910468 -122.4000474
Homeward Bound II: Lost in San Francisco,1996,"Pier 39 (Fisherman's Wharf), San Francisco",37.80867300000001 -122.409821
Jade,1995,"Lombard & Hyde Streets, San Francisco",37.8020045 -122.4196371
How Stella Got Her Groove Back,1998,"Marriot Hotel (55 4th Street at Market), San Francisco",37.7852279 -122.404389
Hulk,2003,"Telegraph Hill, San Francisco",37.8013407 -122.4056674
Hulk,2003,"Vallejo Street at Sansome, San Francisco",37.7993922 -122.4024386
Hulk,2003,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Hulk,2003,"Treasure Island, San Francisco",37.8235515 -122.370648
I Am Michael,2015,"Flint & 16th (Castro), San Francisco",37.7639946 -122.4365551
I Am Michael,2015,"Grove & Polk, thru Fulton & 6th, Masonic, 28th & 47th, San Francisco",37.7756836 -122.4464122
I Am Michael,2015,"Ocean Beach @ Balboa, San Francisco",37.5175949 -122.5127417
I Am Michael,2015,"4100 20th St, San Francisco",37.758031 -122.43269
I Am Michael,2015,"Harvey Milk Plaza, San Francisco",37.7623906 -122.4353401
I Am Michael,2015,"F Train, San Francisco",37.7938256 -122.3935533
I Am Michael,2015,"Sanchez/Cumberland steps and sidewalks, San Francisco",37.7587651 -122.4303711
I Remember Mama,1948,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
I Remember Mama,1948,"The Ferry Building, San Francisco",37.7955703 -122.3933208
I Remember Mama,1948,"Grant Avenue (North Beach), San Francisco",37.8028779 -122.4080715
Indiana Jones and the Last Crusade,1989,"Administration Building (Treasure Island), San Francisco",37.8172181 -122.3707037
Innerspace,1987,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill), San Francisco",37.79150509999999 -122.4104582
Innerspace,1987,"Telegraph Hill, San Francisco",37.8013407 -122.4056674
Innerspace,1987,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Interview With The Vampire,1994,"Ferry Building, San Francisco",37.7955703 -122.3933208
Interview With The Vampire,1994,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Interview With The Vampire,1994,"100 Market Street at 6th Street, San Francisco",37.7942635 -122.3955861
Interview With The Vampire,1994,"6th Street On-ramp to Highway 280, San Francisco",37.7727852 -122.3981301
Invasion of the Body Snatchers,1978,"Pier 33 (Embarcadero), San Francisco",37.8066566 -122.4044573
Jade,1995,"Hall of Justice (850 Bryant Street), San Francisco",37.775471 -122.4037169
Invasion of the Body Snatchers,1978,"Department of Public Health (101 Grove Street at Polk, Civic Center), San Francisco",37.7781114 -122.4186929
Invasion of the Body Snatchers,1978,"United Nations Plaza (Civic Center), San Francisco",37.78007780000001 -122.4141004
Invasion of the Body Snatchers,1978,"Transamerica Building (600 Montgomery Street at Clay), San Francisco",37.79517750000001 -122.4027787
Invasion of the Body Snatchers,1978,"San Francisco Drydock (20th and Illinois Streets), San Francisco",37.760628 -122.3866097
Invasion of the Body Snatchers,1978,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center), San Francisco",37.7781664 -122.4151108
Invasion of the Body Snatchers,1978,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",37.7762593 -122.432758
Invasion of the Body Snatchers,1978,"Lafayette Park (Pacific Heights), San Francisco",37.7916146 -122.4276133
Invasion of the Body Snatchers,1978,"Hamlin Hotel (385 Eddy Street), San Francisco",37.7835802 -122.4138711
Invasion of the Body Snatchers,1978,"City Hall, San Francisco",37.7792597 -122.4192646
Invasion of the Body Snatchers,1978,"Chinatown, San Francisco",37.7941378 -122.4077914
Invasion of the Body Snatchers,1978,"Broadway Tunnel (Russian Hill), San Francisco",37.7967331 -122.4148881
Invasion of the Body Snatchers,1978,"Bimbo's 365 Club (1025 Columbus Avenue, North Beach), San Francisco",37.8037214 -122.4155764
Invasion of the Body Snatchers,1978,"720 Steiner Street (Hayes Valley), San Francisco",37.776389 -122.4327673
Invasion of the Body Snatchers,1978,"32 Napier Lane, San Francisco",37.802581 -122.403842
Invasion of the Body Snatchers,1978,"1227 Montgomery Street (Telegraph Hill), San Francisco",37.8004781 -122.404539
I's,2011,"1 Post Street, San Francisco",37.7887655 -122.4027468
It Came From Beneath the Sea,1955,"Hunters Point, San Francisco",37.730416 -122.384424
It Came From Beneath the Sea,1955,"Chrissy Field, San Francisco",37.8040257 -122.4650165
It Came From Beneath the Sea,1955,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Jade,1995,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park), San Francisco",37.7700914 -122.470436
Jade,1995,"Fior d' Italia (601 Union Street at Stockton), San Francisco",37.804259 -122.413523
Jade,1995,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Jade,1995,"Washington Square (North Beach), San Francisco",37.8008473 -122.4099791
Jade,1995,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",37.7785999 -122.4208
Jade,1995,"Sheraton Palace Hotel (639 Market Street), San Francisco",37.7881439 -122.4017237
Jade,1995,"Palace of Fine Arts, San Francisco",37.8029577 -122.4491929
Jagged Edge,1985,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Jagged Edge,1985,"City Hall, San Francisco",37.7792597 -122.4192646
Joy Luck Club,1993,"Hang Ah Alley (Chinatown), San Francisco",37.7938119 -122.4074765
Joy Luck Club,1993,"Horace Mann School (3351 23rd Street), San Francisco",37.7531025 -122.4201806
Joy Luck Club,1993,"901 Union Street, San Francisco",37.7996653 -122.4143844
Joy Luck Club,1993,"610 Rhode Island Street (Potrero Hill), San Francisco",37.7619709 -122.4025652
Joy Luck Club,1993,"375 Laguna Honda Blvd., San Francisco",37.7488896 -122.457074
Joy Luck Club,1993,"180 Manchester Street, San Francisco",37.7442046 -122.4143291
Junior,1994,"2552 Hyde Street, San Francisco",37.8045625 -122.4199372
Junior,1994,"United Nations Plaza (Civic Center), San Francisco",37.78007780000001 -122.4141004
Junior,1994,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",37.7762593 -122.432758
Junior,1994,"Hyatt Fisherman's Wharf (555 Northpoint Street), San Francisco",37.8059095 -122.4161187
Junior,1994,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Junior,1994,"Chinatown Gate, San Francisco",37.7906994 -122.4056117
Junior,1994,"722 Steiner Street, San Francisco",37.7764653 -122.4327961
Just One Night,2000,"Ferry Building, San Francisco",37.7955703 -122.3933208
Kamikaze Hearts,1986,"Market Street Between Noe and Sanchez, San Francisco",37.7514056 -122.4289997
Knife Fight,2013,"Green & Laguna Streets, San Francisco",37.7967926 -122.430393
Knife Fight,2013,"California & Hyde Streets, San Francisco",37.7937507 -122.4179707
Knife Fight,2013,"City Hall, San Francisco",37.7792597 -122.4192646
Live Nude Girls Unite,2000,"Lusty Lady Bar (North Beach), San Francisco",37.7976873 -122.4055481
Looking,2014,"222 Mason St. , San Francisco",37.7860081 -122.4092959
Looking,2014,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Looking,2014,"Presidio Church at 130 Fisher Loop, San Francisco",37.7993009 -122.4618706
Looking,2014,"Tiburon Hiking Trail, Tiburon, CA, San Francisco",37.8830823 -122.4571142
Looking,2014,"Fort Funston, San Francisco",37.7195436 -122.5028052
Looking,2014,"Folsom Street Fair on Folsom St., San Francisco",37.7753039 -122.4101615
Looking,2014,"Orphan Andy's, San Francisco",37.76240629999999 -122.4349009
Looking,2014,"The Stud, San Francisco",37.7727671 -122.4100757
Looking,2014,"Mr. S Leather, San Francisco",37.7741357 -122.4086931
Looking,2014,"2866 24th St., San Francisco",37.7529677 -122.4097206
Looking,2014,"24th and Church St. , San Francisco",37.7517076 -122.4273821
Looking,2014,"Church and Duboce Muni Station, San Francisco",37.7694876 -122.4298035
Looking,2014,"St. Francis Fountain, San Francisco",37.7526903 -122.4083301
Looking,2014,"Muni line N- Judah, San Francisco",37.7929696 -122.3967183
Looking,2014,"Sutro Baths  , San Francisco",37.7804369 -122.5136935
Looking,2014,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
Looking,2014,"Market & Church St., San Francisco",37.76742309999999 -122.4289504
Looking,2014,"Willy's Barber Shop, San Francisco",37.7552116 -122.419437
Looking,2014,"Jawbone at 99 Rhode Island St. , San Francisco",37.7689205 -122.4025611
Looking,2014,"Urban Flowers, San Francisco",37.7608889 -122.4333977
Looking,2014,"770 Haight St, San Francisco",37.771831 -122.43489
Looking,2014,"Eros, San Francisco",37.7681722 -122.427699
Looking,2014,"Doc's Clock, San Francisco",37.7583482 -122.4188764
Looking,2014,"Starbucks at 333 O'Farrell St., San Francisco",37.7856517 -122.4105282
Looking,2014,"Union Square, San Francisco",37.7879797 -122.4075169
Looking,2014,"The Caf� at 2369 Market St., San Francisco",37.7629417 -122.4343334
Looking,2014,"Castro St. from Market to 18th St., San Francisco",37.7605255 -122.4383836
Looking,2014,"Bay Bridge, San Francisco",37.7982799 -122.3778182
Looking,2014,"Treasure Island, San Francisco",37.8235515 -122.370648
Looking,2014,"The Fairmont, San Francisco",37.7923723 -122.4105611
Looking,2014,"1890 Clay St., San Francisco",37.79225280000001 -122.4238729
Looking,2014,"2000 Folsom, San Francisco",37.765015 -122.415715
Looking,2014,"Mission Arts Center, San Francisco",37.7581831 -122.4132469
Looking,2014,"2413 Harrison St., San Francisco",37.7585787 -122.4122384
Looking,2014,"Muddy Waters Coffee House, San Francisco",37.7645094 -122.4216882
Looking,2014,"Valencia St. from 16th to 17th, San Francisco",37.7650224 -122.421709
Looking,2014,"601 Buena Vista West, San Francisco",37.766921 -122.4440326
Looking,2014,"Dolores Park, San Francisco",37.7596168 -122.4269038
Looking,2014,"Casa Lucas Market at 2934 24th St, San Francisco",37.7528007 -122.4106944
Looking,2014,"Punjab, San Francisco",37.7530688 -122.4089713
Looking,2014,"BART from Civic Center to 24th St., San Francisco",37.779756 -122.41415
"Looking ""Special""",2016,"Capital Restaurant, 839 Clay Street, San Francisco",37.7940788 -122.4071024
"Looking ""Special""",2016,"1080 Natoma Street, San Francisco",37.7726957 -122.4171274
"Looking ""Special""",2016,"1246 Folsom Street, San Francisco",37.7745964 -122.4109994
"Looking ""Special""",2016,"Li Po Lounge, 916 Grant Avenue, San Francisco",37.7954841 -122.4063742
"Looking ""Special""",2016,"Encore Karaoke, 1550 California Street, San Francisco",37.7907946 -122.4200466
"Looking ""Special""",2016,"San Francisco City Hall, San Francisco",37.7792597 -122.4192646
"Looking ""Special""",2016,"The Stud, 399 9th Street, San Francisco",37.7727671 -122.4100757
"Looking ""Special""",2016,"Van Ness and Market Street MUNI exit, San Francisco",37.7748643 -122.4195886
"Looking ""Special""",2016,"10th Street between Market & Mission , San Francisco",37.7752838 -122.4159371
"Looking ""Special""",2016,"Philz Coffee, 1258 Minnesota Street, San Francisco",37.7543341 -122.3900774
"Looking ""Special""",2016,"Grant Avenue between Sacramento and Washington, San Francisco",37.7974867 -122.4069752
"Looking ""Special""",2016,"The End Up, 401 6th Streeet, San Francisco",37.7772833 -122.403778
"Looking ""Special""",2016,"Orphan Andy's, 3991 17th Street, San Francisco",37.76240629999999 -122.4349009
"Looking ""Special""",2016,"Castro Street between 17th & 18th, San Francisco",37.7609603 -122.435291
"Looking ""Special""",2016,"17th & Market Street, San Francisco",37.762738 -122.4352084
"Looking ""Special""",2016,"Point Lobos Avenue, San Francisco",37.7799078 -122.5086725
"Looking ""Special""",2016,"Bernal Heights Neighborhood, San Francisco",37.7411622 -122.4178378
"Looking ""Special""",2016,"3079 16th Street, San Francisco",37.7646979 -122.4213151
"Looking ""Special""",2016,"Fisherman's Wharf, San Francisco",37.8079996 -122.4177434
Looking Season 2 ep 202,2015,"901 Valencia Street, San Francisco",37.7583888 -122.4210709
Looking Season 2 ep 202,2015,"314 11th Street, San Francisco",37.771465 -122.4139198
Looking Season 2 ep 202,2015,"1246 Folsom Street, San Francisco",37.7745964 -122.4109994
Looking Season 2 ep 202,2015,"Eddy @ Polk Street, San Francisco",37.7831079 -122.419195
Looking Season 2 ep 202,2015,"Church @ Duboce Street, San Francisco",37.7690667 -122.4332549
Looking Season 2 ep 202,2015,"100 Church Street, San Francisco",37.769177 -122.4293581
Looking Season 2 ep 202,2015,"770 Haight Street, San Francisco",37.771831 -122.43489
Looking Season 2 ep 202,2015,"651 Brannan Street, San Francisco",37.7752468 -122.3997377
Looking Season 2 ep 202,2015,"1400 16th Street, San Francisco",37.7668643 -122.4013308
Looking Season 2 ep 202,2015,"601 Buena Vista Ave West, San Francisco",37.766921 -122.4440326
Looking Season 2 ep 203,2015,"Balboa pool Lot, San Jose Avenue & Havelock St, San Francisco",37.7261581 -122.4433243
Looking Season 2 ep 203,2015,"Willy's Barber shop, 3227 22nd Street, San Francisco",37.7552116 -122.419437
Looking Season 2 ep 203,2015,"Mad Dog Bar, 530 Haight Street, San Francisco",37.7721618 -122.431029
Looking Season 2 ep 203,2015,"770 Haight Street, San Francisco",37.771831 -122.43489
Looking Season 2 ep 203,2015,"Kezar Pavillion, San Francisco",37.7675483 -122.4539336
Looking Season 2 ep 203,2015,"Boxer Stadium, 166 Havelock Street, San Francisco",37.725839 -122.444618
Looking Season 2 ep 203,2015,"Mission Rec Center, 2450 Harrison Street, San Francisco",37.75820100000001 -122.412999
Looking Season 2 ep 203,2015,"Doc's Clock, 2575 Misison Street, San Francisco",37.7583482 -122.4188764
Looking Season 2 ep 204,2015,"Esta Noche, 3079 16th Street, San Francisco",37.7646977 -122.4213147
Looking Season 2 ep 204,2015,"1890 Clay Street, San Francisco",37.79225280000001 -122.4238729
Looking Season 2 ep 204,2015,"Larken Street Youth Services, 1138 Sutter Street, San Francisco",37.7822605 -122.4130207
Looking Season 2 ep 204,2015,"Daniel's Pharmacy, 943 Geneva Ave., San Francisco",37.7163218 -122.4403456
Looking Season 2 ep 204,2015,"Castro Street @ 18th street, San Francisco",37.7608908 -122.4350262
Looking Season 2 ep 204,2015,"601 Buena Vista Ave West, San Francisco",37.766921 -122.4440326
Looking Season 2 ep 204,2015,"Urban Flowers, 4029 18th Street, San Francisco",37.7608889 -122.4333977
Looking Season 2 ep 204,2015,"3650 21st Street, San Francisco",37.7566113 -122.4290512
Looking Season 2 ep 204,2015,"Bi-Rite Creamery, 3692 18th Stret, San Francisco",37.76159 -122.425717
Looking Season 2 ep 204,2015,"Dolores Park, San Francisco, San Francisco",37.7596168 -122.4269038
Looking Season 2 ep 204,2015,"970 Geary Street, San Francisco",37.78622259999999 -122.4192003
Looking Season 2 ep 204,2015,"534 Hyde Street, San Francisco",37.7859698 -122.4161084
Looking Season 2 ep 205,2015,"534 Hyde Street, San Francisco",37.7859698 -122.4161084
Looking Season 2 ep 205,2015,"24th Between Portrero & Alabama, San Francisco",37.7532655 -122.4060953
Looking Season 2 ep 205,2015,"745 Treat Ave, San Francisco",37.758209 -122.4129761
Looking Season 2 ep 205,2015,"Always Open Car Wash, 2560 Marin Street, San Francisco",37.7486566 -122.4031389
Looking Season 2 ep 205,2015,"160 Church Street, San Francisco",37.7683721 -122.4294287
Looking Season 2 ep 205,2015,"1119 Alabama Street, San Francisco",37.7536628 -122.4108778
Looking Season 2 ep 206,2015,"745 Treat Ave., San Francisco",37.758209 -122.4129761
Looking Season 2 ep 206,2015,"1890 Clay Street, San Francisco",37.79225280000001 -122.4238729
Looking Season 2 ep 206,2015,"770 Haight Street, San Francisco",37.771831 -122.43489
Looking Season 2 ep 207,2015,"770 Haight Street, San Francisco",37.771831 -122.43489
Looking Season 2 ep 207,2015,"Delores Park, San Francisco",37.7596168 -122.4269038
Looking Season 2 ep 207,2015,"Valenti, Marini, Perata, 4840 Mission Street, San Francisco",37.7204481 -122.4382032
Looking Season 2 ep 207,2015,"Sparky's Diner, 242 Church Street, San Francisco",37.7666948 -122.4290866
Looking Season 2 ep 208,2015,"2450 Harrison Street, San Francisco",37.75820100000001 -122.412999
Looking Season 2 ep 208,2015,"1246 Folsom Street, San Francisco",37.7745964 -122.4109994
Looking Season 2 ep 208,2015,"Citizens Band, 1198 Folsom Street, San Francisco",37.7752421 -122.4101313
Looking Season 2 ep 208,2015,"1111 California Street, San Francisco",37.7911608 -122.4129317
Looking Season 2 ep 208,2015,"950 Mason Street, San Francisco",37.7923883 -122.4100923
Looking Season 2 ep 209,2015,"SF Zoo, 2945 Sloat Blvd, San Francisco",37.7333055 -122.5043292
Looking Season 2 ep 209,2015,"1246 Folsom Street, San Francisco",37.7745964 -122.4109994
Looking Season 2 ep 209,2015,"68 Division Street, San Francisco",37.7700948 -122.4026916
Looking Season 2 ep 209,2015,"8 Octavia Street, San Francisco",37.7726231 -122.4234103
Looking Season 2 ep 209,2015,"1890 Clay Street, San Francisco",37.79225280000001 -122.4238729
Looking Season 2 ep 209,2015,"Tonga Room, Fairmont Hotel, 950 Mason Street, San Francisco",37.7921357 -122.4099773
Looking Season 2 ep 209,2015,"Muddy Waters, 521 Valencia Street, San Francisco",37.7645094 -122.4216882
Looking Season 2 ep 209,2015,"Mission Arts Center, 2450 Harrison Street, San Francisco",37.7581831 -122.4132469
Looking Season 2 ep 210,2015,"8 Octavia Street, San Francisco",37.7726231 -122.4234103
Looking Season 2 ep 210,2015,"BART Station @ 16th Street & Mission Streets, San Francisco",37.7648438 -122.419949
Looking Season 2 ep 210,2015,"67 Deming Street, San Francisco",37.7603405 -122.4457286
Looking Season 2 ep 210,2015,"Twin Peaks Park, San Francisco",37.7525098 -122.4475683
Looking Season 2 ep 210,2015,"Vega Coffee, 1245 Folsom Street, San Francisco",37.7746094 -122.4110331
Looking Season 2 ep 210,2015,"SF City Hall Polk Street Steps, San Francisco",37.7792597 -122.4192646
Looking Season 2 ep 210,2015,"Mission Street @ 22nd Street, San Francisco",37.7554447 -122.4187761
Looking Season 2 ep 210,2015,"Willy's Barber shop, 3227 22nd Street, San Francisco",37.7552116 -122.419437
Looking Season 2 ep 210,2015,"Mission Rec Center, 2450 Harrison Street, San Francisco",37.75820100000001 -122.412999
Love & Taxes,2014,"The Marsh Theatre (1062 Valencia Street), San Francisco",37.755731 -122.421229
Love & Taxes,2014,"20 Hill Street, San Francisco",37.7591194 -122.4112306
Love & Taxes,2014,"198 Gough Street, San Francisco",37.77487989999999 -122.4223778
Magnum Force,1973,"Cost Plus World Market (2552 Taylor Street), San Francisco",37.8059172 -122.4145599
Magnum Force,1973,"Vermont Street between 20th and 22nd Streets, San Francisco",37.759572 -122.4040259
Magnum Force,1973,"San Francisco International Airport, San Francisco",37.6213129 -122.3789554
Magnum Force,1973,"San Francisco Drydock (20th and Illinois Streets), San Francisco",37.760628 -122.3866097
Magnum Force,1973,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights), San Francisco",37.790681 -122.429498
Magnum Force,1973,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin), San Francisco",37.7766872 -122.3902418
Magnum Force,1973,"Hall of Justice (850 Bryant Street), San Francisco",37.775471 -122.4037169
Magnum Force,1973,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Magnum Force,1973,"Embarcadero Freeway, San Francisco",37.7881524 -122.2512872
Magnum Force,1973,"City Hall, San Francisco",37.7792597 -122.4192646
Magnum Force,1973,"Broadway Tunnel (Russian Hill), San Francisco",37.7967331 -122.4148881
Magnum Force,1973,"280 Freeway at Pennsylvania and Mariposa Streets, San Francisco",37.7727852 -122.3981301
Magnum Force,1973,"2190 Washington Street (Pacific Heights), San Francisco",37.7925895 -122.4291618
Magnum Force,1973,"18th Street Overpass (Potrero Hill), San Francisco",37.7626441 -122.395581
Marnie,1964,"On Board the SS President Cleveland, docked at Pier 50, San Francisco",37.7739371 -122.3848022
Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center), San Francisco",37.7801637 -122.4161985
Maxie,1985,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",37.7918581 -122.4134328
Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley), San Francisco",37.7762593 -122.432758
Memoirs of an Invisible Man,1992,"St. Elizabeth Apartment House (901 Powell Street at Sacramento), San Francisco",37.7930902 -122.4095704
Metro,1997,"Bush Street at Jones, San Francisco",37.7895396 -122.4137511
Midnight Lace,1960,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Milk,2008,"Duboce Park, San Francisco",37.76955100000001 -122.433214
Milk,2008,"City Hall, San Francisco",37.7792597 -122.4192646
Milk,2008,"Chinatown, San Francisco",37.7941378 -122.4077914
Milk,2008,"424 Sansome Street, San Francisco",37.7943783 -122.4011249
Milk,2008,"29th and Dolores Street, San Francisco",37.7438243 -122.4244836
Milk,2008,"El Camino Del Mar, San Francisco",37.7857877 -122.4962368
Milk,2008,"Treasure Island, San Francisco",37.8235515 -122.370648
Milk,2008,"Market & Castro Street, San Francisco",37.7734494 -122.4213231
Milk,2008,"Marine Fireman's Union Headquarters, San Francisco",37.786052 -122.3977242
Milk,2008,"Lower Haight Street, San Francisco",37.7716959 -122.4337525
Pushing Dead,2016,"1069 Tennessee Street, San Francisco",37.7583843 -122.388873
Milk,2008,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",37.7918581 -122.4134328
Milk,2008,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Mission (aka City of Bars),2001,"The 500 Club (500 Guerrero Street, Mission District), San Francisco",37.7630418 -122.4241468
Mission (aka City of Bars),2001,"Mission Dolores Park (Mission District), San Francisco",37.7596168 -122.4269038
Mother,1996,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Mother,1996,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Mrs. Doubtfire,1993,"1200 Washington Street at Taylor Street, San Francisco",37.7943732 -122.4133368
Mrs. Doubtfire,1993,"Hancock School (940 Filbert Street), San Francisco",37.800717 -122.4148442
Mrs. Doubtfire,1993,"Danilo's Bakery (Green Street & Bannam Place), San Francisco",37.8015276 -122.409271
Mrs. Doubtfire,1993,"Chrissy Field, San Francisco",37.8040257 -122.4650165
Mrs. Doubtfire,1993,"520-522A Green Street at Grant Street, San Francisco",37.79971219999999 -122.4074155
Mrs. Doubtfire,1993,"516 Green Street, San Francisco",37.7998378 -122.4078056
Mrs. Doubtfire,1993,"100 Embarcadero Street, San Francisco",37.7933939 -122.3925928
"Murder in the First, Season 1",2014,"1821 Alabama Street, San Francisco",37.7439932 -122.4101698
"Murder in the First, Season 1",2014,"Hall of Justice (850 Bryant Street), San Francisco",37.775471 -122.4037169
"Murder in the First, Season 1",2014,"Cameron House (920 Sacramento Street), San Francisco",37.7932786 -122.4084188
"Murder in the First, Season 1",2014,"504 Broadway, San Francisco",37.798165 -122.4056481
"Murder in the First, Season 1",2014,"9 Calhoun Terrace, San Francisco",37.8007566 -122.4038752
"Murder in the First, Season 1",2014,"AT&T Park, San Francisco",37.7785951 -122.3892698
"Murder in the First, Season 1",2014,"Berry Street between 3rd and 4th Streets, San Francisco",37.7503065 -122.3877274
"Murder in the First, Season 1",2014,"Kearny Street between Broadway and Pacific Avenue, San Francisco",37.79717 -122.405222
"Murder in the First, Season 1",2014,"731 Grant Avenue, San Francisco",37.7937592 -122.4063094
"Murder in the First, Season 1",2014,"Waverly Alley between Grant and Sacramento Streets, San Francisco",37.7942004 -122.4068477
"Murder in the First, Season 1",2014,"Joice Street at Clay Street, San Francisco",37.7939604 -122.4087083
"Murder in the First, Season 1",2014,"Palace of Fine Arts (3301 Lyon Street), San Francisco",37.8029577 -122.4491929
"Murder in the First, Season 1",2014,"800 Bay Street, San Francisco",37.804891 -122.420441
"Murder in the First, Season 1",2014,"1201 Columbus Avenue, San Francisco",37.8053237 -122.4179462
"Murder in the First, Season 1",2014,"Pier 45, San Francisco",37.8093233 -122.417095
"Murder in the First, Season 1",2014,"369 Embarcadero, San Francisco",37.790813 -122.3893598
"Murder in the First, Season 1",2014,"Dolores Park, San Francisco",37.7596168 -122.4269038
"Murder in the First, Season 1",2014,"24th Street between Folsom and Harrison Streets, San Francisco",37.7678605 -122.4121121
"Murder in the First, Season 1",2014,"13 Lucky Street, San Francisco",37.7522478 -122.413422
"Murder in the First, Season 1",2014,"1541 Grove Street, San Francisco",37.775158 -122.442046
"Murder in the First, Season 1",2014,"Ida B. Wells High School (1099 Hayes Street), San Francisco",37.7750892 -122.4340281
